"title","rate","cuisine","location","address","street","price_from","price_till","url"
"Kitchenette",4.08,"Barat, Italia","SCBD","Pacific Place Mall, Lantai 1","Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/kitchenette-scbd"
"The Harvest",4.18,"Toko Kue","Wonokromo",,"Jl. Bengawan No. 39, Wonokromo, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/the-harvest-wonokromo"
"Wheels Coffee Roasters",4.12,"Kafe","Cipaganti",,"Jl. Prof. Eyckman No. 32, Cipaganti, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/wheels-coffee-roasters-cipaganti"
"Hanamasa",4.31,"Jepang","Gubeng",,"Jl. Gubeng Pojok No. 31, Gubeng, Surabaya",200000,,"https://pergikuliner.com/restaurants/surabaya/hanamasa-gubeng"
"Lula Kitchen & Coffee",4.05,"Kafe","Panglima Polim",,"Jl. Panglima Polim V No. 25 - 27, Panglima Polim, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/lula-kitchen-dan-coffee-panglima-polim"
"Turkuaz",4.1,"Arab/Timur Tengah","Senopati",,"Jl. Gunawarman No. 32, Senopati, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/turkuaz-senopati"
"Roti Srikaya Ajung",4.01,"Toko Roti","Jembatan Lima",,"Jl. Krendang Raya No. 3, Jembatan Lima, Jakarta Barat",0,50000,"https://pergikuliner.com/restaurants/jakarta/roti-srikaya-ajung-jembatan-lima"
"The Green Door Kitchen",3.96,"Barat","Kelapa Gading","Mahaka Square, Lantai Ground","Jl. Kelapa Nias Raya, Kelapa Gading, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/the-green-door-kitchen-kelapa-gading-2"
"Justus Steakhouse",4.15,"Barat","Dago Bawah",,"Jl. Ir. H. Juanda No. 59, Dago Bawah, Bandung",100000,200000,"https://pergikuliner.com/restaurants/bandung/justus-steakhouse-dago-bawah"
"Madam Lee Korean BBQ",4.16,"Korea","Sunter",,"Jl. Danau Agung Tengah IV Blok H2 No. 1A - 1B, Sunter, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/madam-lee-korean-bbq-sunter-2"
"Wufu Noodle House",4.15,"China","Sunter","Ruko Metro Sunter","Jl. Danau Sunter Utara Blok B No. 22, Sunter, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/wufu-noodle-house-sunter"
"Kopi Warga",4.09,"Kafe","Dago Bawah",,"Jl. Ir. H. Juanda No. 48, Dago Bawah, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/kopi-warga-dago-bawah"
"Hoghock",4.09,"China","Pantai Indah Kapuk","Ruko Elang Laut, Blok D No. 59","Jl. Pantai Indah Selatan I, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/hoghock-pantai-indah-kapuk"
"Starbucks Coffee",4.11,"Kafe","Sudirman","fX Sudirman, Lantai 1","Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/starbucks-coffee-sudirman-2"
"Starbucks Coffee",4.12,"Kafe","Alam Sutera","Living World, Lantai Ground, The Garden","Jl. Alam Sutera Boulevard, Alam Sutera, Serpong, Tangerang Selatan",50000,100000,"https://pergikuliner.com/restaurants/tangerang/starbucks-coffee-alam-sutera-3"
"Ask For Patty",4.09,"Barat","Menteng","ShopHaus Menteng, Lantai 2","Jl. Teuku Cik Ditiro No. 36, Menteng, Jakarta Pusat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/ask-for-patty-menteng"
"Restaurant Penang",4.17,"Malaysia","Gading Serpong","Ruko Sorrento Junction, No. 7","Jl. Ir. Sukarno, Gading Serpong, Serpong, Tangerang",50000,100000,"https://pergikuliner.com/restaurants/tangerang/restaurant-penang-gading-serpong-2"
"Cremeria di Dee",4.05,"Es Krim","Ciumbuleuit",,"Jl. Ranca Bentang No. 2C, Ciumbuleuit, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/cremeria-di-dee-ciumbuleuit"
"Kembang Kawung",4.05,"Indonesia","Kelapa Gading",,"Jl. Kelapa Hibrida Raya Blok RB1 No. 29B, Kelapa Gading, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/kembang-kawung-kelapa-gading"
"Pochie Spesialis Iga",4.48,"Indonesia","BSD","Ruko Horison Broadway, Blok M6 No. 8, The Icon BSD City","Jl. Horizon Broadway, BSD, Serpong, Tangerang Selatan",50000,100000,"https://pergikuliner.com/restaurants/tangerang/pochie-spesialis-iga-bsd"
"Restoran Sederhana SA",4.48,"Indonesia","Tegalsari",,"Jl. Kombes Pol. M. Duryat No. 19 - 21, Tegalsari, Surabaya",0,50000,"https://pergikuliner.com/restaurants/surabaya/restoran-sederhana-sa-tegalsari"
"Bakesmith",4.08,"Kafe","Pantai Indah Kapuk",,"Jl. Pantai Indah Utara II (Belakang Sukiya PIK), Pantai Indah Kapuk, Penjaringan, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/bakesmith-pantai-indah-kapuk-2"
"This Earth",4.09,"Dessert, Minuman","Pantai Indah Kapuk","Cove at Batavia PIK","Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/this-earth-pantai-indah-kapuk"
"Wyl's Kitchen - Veranda Hotel Pakubuwono",3.98,"Indonesia, Barat","Blok M","Veranda Hotel Pakubuwono, Lantai Lobby","Jl. Kyai Maja No. 63, Blok M, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/wyl-s-kitchen-veranda-hotel-pakubuwono-blok-m"
"Union",3.96,"Barat","Pantai Indah Kapuk","PIK Avenue, Lantai Ground","Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/union-pantai-indah-kapuk"
"Song Fa Bak Kut Teh",4.02,"China","Alam Sutera","Living World, Lantai Ground, Loft De Luxe","Jl. Alam Sutera Boulevard, Alam Sutera, Serpong, Tangerang Selatan",50000,100000,"https://pergikuliner.com/restaurants/tangerang/song-fa-bak-kut-teh-alam-sutera"
"Finch Coffee & Kitchen",3.94,"Kafe","Sentul","Sentul City, Taman Budaya Sentul","Jl. Siliwangi No. 1, Sentul, Bogor",0,50000,"https://pergikuliner.com/restaurants/bogor/finch-coffee-dan-kitchen-sentul"
"Ipizz Da Nicolino",4.03,"Italia","Pasir Koja",,"Jl. Terusan Pasir Koja No. 28 - 30, Pasir Koja, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/ipizz-da-nicolino-pasir-koja"
"Pizzapedia",4.06,"Italia","Gading Serpong","Ruko Spring Utara, No. 37","Jl. Gading Golf Boulevard, Gading Serpong, Serpong, Tangerang",50000,100000,"https://pergikuliner.com/restaurants/tangerang/pizzapedia-gading-serpong"
"HokBen (Hoka Hoka Bento)",4.03,"","Bintaro","Bintaro Plaza, Lantai 2","Jl. Bintaro Utama (Bintaro Sektor 3A), Bintaro, Tangerang Selatan",50000,100000,"https://pergikuliner.com/restaurants/tangerang/hokben-hoka-hoka-bento-bintaro"
"Taliwang Bali",3.97,"Indonesia","Thamrin","Grand Indonesia Mall, Lantai 5, Sky Bridge","Jl. MH Thamrin, Thamrin, Jakarta Pusat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/taliwang-bali-thamrin"
"Mixue",4.1,"Es Krim, Minuman","Cihampelas","Cihampelas Walk, Lantai Ground, Young Street","Jl. Cihampelas No. 160, Cihampelas, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/mixue-cihampelas"
"Toko Kopi Tuku",4.37,"Kafe","Pulo Gadung",,"Jl. Pulo Asem Timur No. 40, Pulo Gadung, Jakarta Timur",0,50000,"https://pergikuliner.com/restaurants/jakarta/toko-kopi-tuku-pulo-gadung"
"Jo Jo Eatery",4.4,"Kafe","Sunter","Ruko Greenlake Sunter, Blok TBE Unit C","Jl. Agung Timur I, Sunter, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/jo-jo-eatery-sunter"
"Sushi Tei",4.03,"Jepang","Gading Serpong","Summarecon Mall Serpong, Lantai 1","Jl. Gading Serpong Boulevard, Gading Serpong, Serpong, Tangerang",100000,200000,"https://pergikuliner.com/restaurants/tangerang/sushi-tei-gading-serpong"
"Roemah Kentang 1908",4.03,"Indonesia","Banda",,"Jl. Banda No. 18, Banda, Riau, Bandung",100000,200000,"https://pergikuliner.com/restaurants/bandung/roemah-kentang-1908-banda"
"Tanamera Coffee Roastery",3.98,"Kafe","Gading Serpong","Summarecon Digital Center Mall, Lantai Ground, Garden Walk","Jl. Scientia Boulevard Gading, Gading Serpong, Serpong, Tangerang",100000,200000,"https://pergikuliner.com/restaurants/tangerang/tanamera-coffee-roastery-gading-serpong"
"Makmur Jaya Coffee Roaster",3.95,"Kafe","Lengkong",,"Jl. Lengkong Besar No. 62, Lengkong, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/makmur-jaya-coffee-roaster-lengkong"
"Lebanon Restaurant",4.18,"Arab/Timur Tengah","Gandaria",,"Jl. KH Ahmad Dahlan No. 25, Gandaria, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/lebanon-restaurant-gandaria"
"Marugame Udon",4.24,"Jepang","Bogor Tengah","Botani Square, Lantai 2","Jl. Raya Pajajaran, Bogor Tengah, Bogor",50000,100000,"https://pergikuliner.com/restaurants/bogor/marugame-udon-bogor-tengah"
"Sekai Ramen & Sushi",3.96,"Jepang","BSD","Ararasa BSD","Jl. BSD Raya Utama, BSD, Serpong, Tangerang Selatan",100000,200000,"https://pergikuliner.com/restaurants/tangerang/sekai-ramen-dan-sushi-bsd"
"Koup+",4.27,"Kafe","Bekasi Selatan","Grand Galaxy City","Jl. Taman Aster Blok P1 No. 23, Bekasi Selatan, Bekasi",0,50000,"https://pergikuliner.com/restaurants/bekasi/koup-bekasi-selatan"
"Threelogy Coffee",3.97,"Kafe","Tegalsari",,"Jl. Mojopahit No. 46, Tegalsari, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/threelogy-coffee-tegalsari"
"Maxx Coffee",4.25,"Kafe","Kemang","Kemang Village (Lippo Mall Kemang), Lantai Ground","Jl. Pangeran Antasari (Belakang Uniqlo), Kemang, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/maxx-coffee-kemang"
"Beer Garden",4.34,"Lounge","SCBD","The Foundry No. 8, SCBD Lot 8","Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/beer-garden-scbd"
"Jamoo - Hotel Shangri-La Surabaya",4.87,"Indonesia","Dukuh Pakis","Hotel Shangri-La Surabaya, Lantai 1","Jl. Mayjen Sungkono No. 120, Dukuh Pakis, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/jamoo-hotel-shangri-la-surabaya-dukuh-pakis-2"
"Bobatale",4.29,"Bubble Tea","Pantai Indah Kapuk","Ruko The Gallery Metro Broadway, Blok 8 No. CE","Jl. Pantai Indah Utara II, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/bobatale-pantai-indah-kapuk"
"Terasa",4.87,"Kafe","Cempaka Putih",,"Jl. Cempaka Putih Tengah II No. F34, Cempaka Putih, Jakarta Pusat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/terasa-cempaka-putih"
"Aps3 Social Hub - Kampi Hotel",4.24,"Kafe","Genteng","Kampi Hotel, Lantai Ground","Jl. Taman Apsari No. 3 - 5, Genteng, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/aps3-social-hub-kampi-hotel-genteng"
"RM Pagi Sore",4.18,"Indonesia","Tebet",,"Jl. Dr. Saharjo No. 232, Tebet, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/rm-pagi-sore-tebet-2"
"May Star",4.07,"China","Kelapa Gading","Mall Artha Gading, Lantai 3","Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta Utara",200000,,"https://pergikuliner.com/restaurants/jakarta/may-star-kelapa-gading"
"Eight Treasures Silver",4.26,"China","Pantai Indah Kapuk","Arcade Business Center, Lantai Ground","Jl. Pantai Utara I No. 2, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",200000,,"https://pergikuliner.com/restaurants/jakarta/eight-treasures-silver-pantai-indah-kapuk"
"Mamam Dessert Bar",4.29,"Dessert","Pantai Indah Kapuk","Ruko Golf Island, Blok C No. 18","Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/mamam-dessert-bar-pantai-indah-kapuk"
"Starbucks Reserve",4.26,"Kafe","Beji","Margo City, Old House","Jl. Margonda Raya, Beji, Depok",50000,100000,"https://pergikuliner.com/restaurants/depok/starbucks-reserve-beji"
"Sushi Hiro",4.18,"Jepang","Slipi","Mall Taman Anggrek, Lantai 4","Jl. Letjen S. Parman, Slipi, Jakarta Barat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/sushi-hiro-slipi-2"
"Ezo Hokkaido Cheesecake & Bakery",3.99,"Toko Roti dan Kue","Tegalsari","Tunjungan Plaza 6, Lantai 5","Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",0,50000,"https://pergikuliner.com/restaurants/surabaya/ezo-hokkaido-cheesecake-dan-bakery-tegalsari"
"Eric Kayser Artisan Boulanger",3.96,"Kafe","Puri","St Moritz Mall (Lippo Mall Puri), Lantai Ground","Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/eric-kayser-artisan-boulanger-puri"
"Starbucks Coffee",4.13,"Kafe","Wiyung","Pakuwon Mall, Lantai Ground, SOGO","Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/starbucks-coffee-wiyung-3"
"Three Uncles",4.13,"China","Kebon Jeruk",,"Jl. Panjang No. 5C, Kebon Jeruk, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/three-uncles-kebon-jeruk"
"Layar Seafood",4.4,"Indonesia","Kelapa Gading",,"Jl. Sedayu Boulevard Raya No. 1, Kelapa Gading, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/layar-seafood-kelapa-gading"
"Sushi Tei",3.98,"Jepang","Senayan","Senayan City, Lantai 4","Jl. Asia Afrika, Senayan, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/sushi-tei-senayan-2"
"Meradelima Restaurant",4.06,"Indonesia","Melawai",,"Jl. Adityawarman No. 47, Melawai, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/meradelima-restaurant-melawai"
"Pancious",4.07,"Italia","Dukuh Pakis","Ciputra World, Lantai 3, V Walk","Jl. Mayjend Sungkono No. 87, Dukuh Pakis, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/pancious-dukuh-pakis"
"Sedjuk Bakmi & Kopi by Tulodong 18",3.94,"Kafe","SCBD",,"Jl. Tulodong Bawah X No. 18, SCBD, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/sedjuk-bakmi-dan-kopi-by-tulodong-18-scbd"
"Guzzbun",4.02,"Barat","Sukajadi","Paris Van Java, Lantai Ground (Resort Level)","Jl. Sukajadi No. 137 - 139, Sukajadi, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/guzzbun-sukajadi"
"Starbucks Coffee",4.15,"Kafe","Grogol","Universitas Tarumanagara 1","Jl. Letjen S. Parman No. 1, Grogol, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/starbucks-coffee-grogol-2"
"Popolo Coffee",4.13,"Kafe","Bogor Barat",,"Jl. Rasamala No. 16, Bogor Barat, Bogor",0,50000,"https://pergikuliner.com/restaurants/bogor/popolo-coffee-bogor-barat"
"Starbucks Coffee",4.15,"Kafe","Tegalsari","Tunjungan Plaza 5, Lantai 3","Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/starbucks-coffee-tegalsari-2"
"Magal Korean BBQ",4.08,"Korea","Senopati",,"Jl. Senopati No. 60, Senopati, Kebayoran Baru, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/magal-korean-bbq-senopati"
"Coco Ichibanya",3.99,"Jepang","Gandaria","Gandaria City, Lantai Upper Ground, Mainstreet Dining","Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/coco-ichibanya-gandaria"
"Nyah Tewel",4.12,"Indonesia","Sambikerep",,"Jl. Puri Widya Kencana Blok J1 No. 28, Sambikerep, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/nyah-tewel-sambikerep"
"Zangrandi Ice Cream",4.03,"Kafe","Genteng",,"Jl. Yos Sudarso No. 15, Genteng, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/zangrandi-ice-cream-genteng"
"Drips Coffee",4.11,"Kafe","Kelapa Gading",,"Jl. Arteri Kelapa Gading No. 46, Kelapa Gading, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/drips-coffee-kelapa-gading"
"Pesisir Seafood",4.11,"Indonesia","Meruya",,"Jl. Meruya Ilir No. 9, Meruya, Jakarta Barat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/pesisir-seafood-meruya"
"Fish & Co.",4.05,"Barat","Cilandak","Cilandak Town Square, Lantai 1","Jl. TB Simatupang, Cilandak, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/fish-dan-co-cilandak"
"Cafe D'Pakar",3.93,"Kafe","Dago Atas",,"Jl. Sekejolang, Dago Atas, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/cafe-d-pakar-dago-atas"
"Honu Poke & Matcha Bar",3.95,"Hawaii","Tanah Abang","Ruko Blok AB No. 10 - 11, Office Park Thamrin City, Eden Kitchen","Jl. KH Mas Mansyur, Tanah Abang, Jakarta Pusat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/honu-poke-dan-matcha-bar-tanah-abang"
"Kopimana27",3.98,"Kafe","Tebet",,"Jl. Prof. Dr. Soepomo No. 45BZ, Tebet, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/kopimana27-tebet-2"
"The People's Cafe",4.09,"Kafe","Tegalsari","Tunjungan Plaza 3, Lantai Lower Ground","Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/the-people-s-cafe-tegalsari"
"Basanti Kitchen",4.1,"Bangladesh","Gading Serpong","Ruko Golden 8, Blok J No. 1","Jl. Ki Hajar Dewantara, Gading Serpong, Serpong, Tangerang",50000,100000,"https://pergikuliner.com/restaurants/tangerang/basanti-kitchen-gading-serpong"
"Holy Noodle",4.05,"Korea","Kelapa Gading","Ruko Mall of Indonesia, Blok C No. 7","Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/holy-noodle-kelapa-gading"
"Tiger Hill",3.94,"Minuman","Meruya","Ruko Puri Botanical, Blok I10 No 21","Jl. Joglo Raya No. 45, Meruya, Jakarta Barat",0,50000,"https://pergikuliner.com/restaurants/jakarta/tiger-hill-meruya"
"SaladStop!",4.33,"","Setiabudi","Setiabudi One, Lantai Ground","Jl. HR Rasuna Said, Setiabudi, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/saladstop-setiabudi"
"Fam Haus",4.4,"Kafe","Beji",,"Jl. KH. M. Usman No. 132, Beji, Depok",0,50000,"https://pergikuliner.com/restaurants/depok/fam-haus-beji"
"YOMS Pisang Madu & Gorengan",3.96,"Kafe","Gading Serpong","Ruko Gading Serpong, Blok AA5 No. 23","Jl. Kelapa Gading Selatan, Gading Serpong, Serpong, Tangerang",0,50000,"https://pergikuliner.com/restaurants/tangerang/yoms-pisang-madu-dan-gorengan-gading-serpong"
"Indigo Urban Cafe",4.33,"Kafe","Bogor Utara",,"Jl. Achmad Adnawijaya (Pandu Raya) Blo D2 No. 1, Bogor Utara, Bogor",50000,100000,"https://pergikuliner.com/restaurants/bogor/indigo-urban-cafe-bogor-utara"
"Sushi Tei",3.98,"Jepang","Pluit","Emporium Pluit Mall, Lantai 2","Jl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/sushi-tei-pluit"
"Doma Dona Coffee",3.97,"Kafe","Wijaya",,"Jl. Wijaya I No. 9AB, Wijaya, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/doma-dona-coffee-wijaya"
"Hoghock",3.96,"China","Gading Serpong","Ruko Golden 8, Blok K No. 5","Jl. Ki Hajar Dewantara, Gading Serpong, Serpong, Tangerang",50000,100000,"https://pergikuliner.com/restaurants/tangerang/hoghock-gading-serpong-2"
"Fire Pot",4.05,"China","Pantai Indah Kapuk","PIK Avenue, Lantai 1","Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",200000,,"https://pergikuliner.com/restaurants/jakarta/fire-pot-pantai-indah-kapuk"
"Dapoer Oemoem",4.03,"Indonesia","Kemang",,"Jl. Bangka Raya No. 49, Kemang, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/dapoer-oemoem-kemang"
"MAD Bagel",4.06,"Toko Kue","Pasar Minggu",,"Jl. Pejaten Barat II No. 10A, Pasar Minggu, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/mad-bagel-pasar-minggu"
"Wee Nam Kee",4.02,"China","Slipi","Central Park, Lantai Lower Ground","Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/wee-nam-kee-slipi"
"Xing Fu Tang",4.11,"Bubble Tea","Tebet","Kota Kasablanka, Lantai Upper Ground","Jl. Casablanca Raya, Tebet, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/xing-fu-tang-tebet"
"C Bakes Cafe",4.06,"Kafe","Puri","Sentra Primer Puri Indah","Jl. Puri Permai Blok W1 No. 18, Puri, Jakarta Barat",0,50000,"https://pergikuliner.com/restaurants/jakarta/c-bakes-cafe-puri"
"Kedai Aku & Kamu",4.09,"Kafe","BSD","Ararasa BSD","Jl. BSD Raya Utama, BSD, Serpong, Tangerang Selatan",50000,100000,"https://pergikuliner.com/restaurants/tangerang/kedai-aku-dan-kamu-bsd"
"Dear Butter",4.12,"Snack","Pluit","Emporium Pluit Mall, Lantai 4","Jl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/dear-butter-pluit"
"The Stone Cafe",4.18,"Kafe","Dago Atas",,"Jl. Rancakendal Luhur No. 5 (Gerbang Dago Resort), Dago Atas, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/the-stone-cafe-dago-atas"
"Layar Seafood",4.16,"Indonesia","Manyar",,"Jl. Manyar Kertoarjo No. 23 - 25, Manyar, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/layar-seafood-manyar-2"
"Teratai Restaurant - Hotel Borobudur",4.22,"China","Pasar Baru","Hotel Borobudur","Jl. Lapangan Banteng Selatan, Pasar Baru, Sawah Besar, Jakarta Pusat",200000,,"https://pergikuliner.com/restaurants/jakarta/teratai-restaurant-hotel-borobudur-pasar-baru"
"SORAI",4.27,"Kafe","Riau",,"Jl. Serayu No. 10, Riau, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/sorai-riau"
